Squad,League,Avg. Possession,Expected Goals,NP Expected Goals,Expected Assisted Goals,Shots on Target Against,Saves Made,Clean Sheets,GK Post-Shot Expected Goals,GK Passes Attempted > 40 yards,GK Throws Attempted,GK Avg. Length of Passes,GK Goal Kicks Attempted,GK % of Goal Kicks > 40 yards,GK Avg. Length of Goal Kicks,GK # of Def. Actions Outside Box,GK Avg. Distance from Goal of Def. Actions,Total Shots,Shots on Target,Goals per Shot on Target,Avg. Distance from Goal Shooting,Goals Minus Expected Goals,Long Passes Attempted,Medium Passes Attempted,Short Passes Attempted,Total Passes Attempted,Progressive Distance of Passes,Total Distance of Passes,Expected Assists,Key Passes (directly lead to shot),Completed Passes into Final Third,Completed Passes into Box,Completed Crosses into Box,Progressive Passes,Total Passes Completed,Live Ball Passes,Dead Ball Passes,Passes Completed by Defenders into Open Space,Switches > width of 40 yards,Crosses,Corner Kicks,Shot Creating Actions,Live Ball Passes Leading to Shot,Dead Ball Passes Leading to Shot,Dribbles Leading to Shot,Def. Actions Leading to Shot,Goal Creating Actions,# of Players Tackled,Tackles Leading to Possession,Tackles in Def. Third,Tackles in Mid. Third,Tackles in Att. Third,# of Dribblers Tackled,# of Times Dribbled Past + Tackles,# of Times Dribbled Past,# of Shots Blocked,# of Passes Blocked,Interceptions,Tackles + Interceptions,Clearances,Touches,Touches in Own Box,Touches in Def. Third,Touches in Mid. Third,Touches in Att. Third,Touches in Opp. Box,Live Ball Touches,Attempted Dribbles,Miscontrol,Dispossessed,Passes Received,Progressive Passes Received,Fouls Committed,Fouls Drawn,Loose Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,label
Cádiz 2020 - 2021,La Liga,34.8,0.913157895,0.831578947,0.536842105,3.947368421,2.394736842,0.263157895,1.415789474,26.26315789,1.894736842,1.334210526,349,95.1,1.710526316,0.684210526,0.307894737,7.868421053,2.552631579,0.007894737,0.463157895,-0.044736842,78.73684211,107.1315789,107.6578947,317.5526316,1901.605263,4180.947368,0.444736842,5.157894737,17.18421053,4,1.921052632,15.15789474,209.1842105,265.5526316,50.52631579,0.394736842,3.526315789,19.23684211,3.921052632,13.60526316,8.578947368,1.684210526,0.947368421,0.578947368,1.394736842,15.07894737,8.342105263,8.026315789,5.684210526,1.368421053,6.5,15.97368421,9.473684211,2.605263158,7.078947368,11.5,26.57894737,20.73684211,418.2105263,55.68421053,154.6315789,175.9736842,93.13157895,11.5,418.1052632,13.5,14.76315789,7.736842105,205,14.60526316,11.47368421,12.71052632,47.60526316,18.07894737,19.81578947,1
Celta Vigo 2020 - 2021,La Liga,53.3,1.326315789,1.181578947,0.965789474,3.631578947,2.131578947,0.236842105,1.307894737,15.97368421,4.105263158,0.918421053,315,62.5,1.226315789,1.184210526,0.410526316,9.210526316,3.5,0.009473684,0.447368421,0.121052632,76.68421053,189.1578947,209.1052632,508.3684211,2404.263158,6922.736842,0.842105263,7.026315789,25.73684211,6.526315789,1.263157895,25.39473684,399.3684211,457.9473684,48.71052632,0.868421053,3.815789474,13.71052632,3.289473684,16.36842105,11.94736842,1.315789474,0.815789474,0.342105263,2.578947368,17.42105263,9.684210526,8.736842105,6.815789474,1.868421053,6.263157895,18.26315789,12,2.342105263,8.157894737,10.65789474,28.07894737,19.76315789,609.1842105,64.42105263,210.0789474,280.7631579,123.3684211,15.31578947,609,12.23684211,14.02631579,7.342105263,394.2368421,24.81578947,16.60526316,12.94736842,52.31578947,16.02631579,17.60526316,0
Eibar 2020 - 2021,La Liga,49.3,1.189473684,1.007894737,0.786842105,3.552631579,2.157894737,0.236842105,1.25,22.28947368,3.263157895,1.265789474,250,91.6,1.8,1.657894737,0.484210526,11.65789474,3.342105263,0.005263158,0.476315789,-0.426315789,105.9473684,156.9736842,153.7894737,444.4736842,2437.105263,6173.868421,0.75,8.131578947,29.44736842,6.684210526,3.105263158,22.97368421,310.7894737,389.1052632,53.60526316,0.131578947,6.394736842,27.68421053,5.184210526,19.78947368,12.94736842,2.315789474,1.263157895,0.631578947,1.263157895,13.52631579,8.131578947,6,5.368421053,2.157894737,5.342105263,13.63157895,8.289473684,1.657894737,7.815789474,11.42105263,24.94736842,15.60526316,545,46.63157895,146.2368421,250.5263158,154.1578947,17.68421053,544.7368421,13.65789474,17.28947368,8.421052632,305.2368421,22.5,13,10.18421053,57.34210526,23.89473684,24.13157895,3
Elche 2020 - 2021,La Liga,47.5,0.786842105,0.723684211,0.573684211,4.289473684,2.789473684,0.184210526,1.547368421,15.89473684,4.421052632,0.915789474,348,63.2,1.189473684,0.894736842,0.360526316,6.973684211,2.263157895,0.009473684,0.442105263,0.081578947,78.94736842,162.8947368,177.7105263,448.7894737,2479.552632,6423,0.521052632,5,20.63157895,3.894736842,2.078947368,16.26315789,354.7631579,399.1578947,48.28947368,0.210526316,4.394736842,17.68421053,3.605263158,12.21052632,8.263157895,1.578947368,0.578947368,0.342105263,1.421052632,14.5,8.842105263,8.526315789,4.973684211,1,5.526315789,15.18421053,9.657894737,2.552631579,6.842105263,10.15789474,24.65789474,18.13157895,546.2631579,67.92105263,219.6842105,239.7368421,92.28947368,10.84210526,546.1842105,16.26315789,16.15789474,9.078947368,349.9736842,15.86842105,13.86842105,12,47.65789474,12.84210526,14.18421053,3
Getafe 2020 - 2021,La Liga,43.3,0.905263158,0.802631579,0.621052632,2.921052632,1.842105263,0.368421053,1.044736842,24.02631579,1.263157895,1.307894737,263,84.4,1.457894737,1.315789474,0.452631579,9.342105263,2.552631579,0.006578947,0.494736842,-0.194736842,84.71052632,114.2105263,135.6578947,364.8157895,2008.263158,4499.736842,0.631578947,6.868421053,22.71052632,5.921052632,2.684210526,20.39473684,236.2368421,308.7894737,54.07894737,0.184210526,5.526315789,21.44736842,3.763157895,16.26315789,10.76315789,1.842105263,0.842105263,0.5,1.026315789,15.23684211,9.263157895,6.105263158,7.263157895,1.868421053,6.342105263,16.28947368,9.947368421,1.394736842,8.105263158,10.34210526,25.57894737,16.18421053,461.9473684,42,123.2631579,205.5789474,139.4473684,17.44736842,461.8157895,12.71052632,15.97368421,9.315789474,231.8684211,19.78947368,16.60526316,13.68421053,51.13157895,22.10526316,24.89473684,1
Granada 2020 - 2021,La Liga,41.4,1.081578947,0.981578947,0.705263158,4.473684211,2.657894737,0.236842105,1.628947368,22.31578947,2.078947368,1.163157895,315,81.6,1.478947368,1.631578947,0.486842105,9.315789474,3.184210526,0.009473684,0.502631579,0.155263158,77.65789474,121.8157895,125.6842105,350.9473684,1954.236842,4572.657895,0.594736842,5.894736842,21.39473684,4.552631579,1.526315789,18.21052632,239.0263158,298.2105263,50.57894737,0.447368421,3.026315789,16.13157895,3.368421053,15.63157895,9.973684211,1.736842105,0.973684211,0.5,1.842105263,13.13157895,7.342105263,5.947368421,5.605263158,1.578947368,4.868421053,12.31578947,7.447368421,3.368421053,6.842105263,10.31578947,23.44736842,20.10526316,447.5789474,56.07894737,157.6842105,193.2631579,101.7894737,13.68421053,447.4210526,13.57894737,13.84210526,9.105263158,234.4210526,17.65789474,14.02631579,12.34210526,47.36842105,17.76315789,22.39473684,1
Huesca 2020 - 2021,La Liga,48.3,1.023684211,0.95,0.702631579,3.921052632,2.578947368,0.236842105,1.268421053,13.36842105,4.921052632,0.9,293,42,1.015789474,0.894736842,0.386842105,10.63157895,3.421052632,0.005789474,0.473684211,-0.181578947,84.21052632,179.3947368,170.7105263,460,2315.473684,6603.184211,0.665789474,7.763157895,23.63157895,5.815789474,2.973684211,20.86842105,355.4473684,406.5526316,50.78947368,0.236842105,5.184210526,21.68421053,4.105263158,19.02631579,13.47368421,1.815789474,1.078947368,0.631578947,1.473684211,14.63157895,8.447368421,8.131578947,5.026315789,1.473684211,6.289473684,15.23684211,8.947368421,2.184210526,6.815789474,11.5,26.13157895,16.21052632,556.2894737,63.21052632,209.0526316,238.2631579,116.1315789,15.52631579,556.1842105,17.21052632,14.21052632,8.026315789,350.4473684,20.31578947,13.89473684,13.63157895,49.36842105,15.26315789,15.73684211,3
Levante 2020 - 2021,La Liga,52.2,1.063157895,0.939473684,0.778947368,4.289473684,2.842105263,0.105263158,1.315789474,10.05263158,5.184210526,0.860526316,275,28,0.778947368,1.868421053,0.463157895,9.894736842,3.289473684,0.008947368,0.478947368,0.121052632,80.94736842,179.0526316,189.5263158,476.7368421,2525.973684,6763.289474,0.789473684,7.526315789,28.60526316,8.052631579,2.184210526,29.55263158,373.4210526,426.8947368,48.02631579,0.605263158,4.684210526,18.34210526,4.552631579,17.57894737,13.34210526,1.263157895,0.894736842,0.657894737,2.157894737,13.44736842,7.421052632,7.052631579,4.947368421,1.447368421,5.473684211,14.28947368,8.815789474,2.447368421,6.368421053,11.44736842,24.89473684,17.92105263,572.4736842,63.42105263,201.2368421,248.8947368,128,17.57894737,572.3157895,16.18421053,14.39473684,8.578947368,368,28.81578947,13.39473684,10.44736842,53.23684211,11.97368421,13.73684211,0
Osasuna 2020 - 2021,La Liga,43.2,1.018421053,0.913157895,0.655263158,3.736842105,2.473684211,0.289473684,1.236842105,26.21052632,2.421052632,1.244736842,302,94.4,1.613157895,2,0.455263158,9.684210526,3,0.007105263,0.494736842,-0.071052632,87.60526316,135.5,145.8157895,395.5526316,2409.315789,5298.763158,0.734210526,6.815789474,25.47368421,6.868421053,2.657894737,23.13157895,269.2894737,345.2105263,48.57894737,0.157894737,5.105263158,18.42105263,3.078947368,16.07894737,11.39473684,1.815789474,0.789473684,0.394736842,1.631578947,13.78947368,7.394736842,5.868421053,5.710526316,2.210526316,5.894736842,14.52631579,8.631578947,2.631578947,6.552631579,10.31578947,24.10526316,20.36842105,495.8157895,55.15789474,157.8421053,227.0789474,116,16.26315789,495.6578947,11.60526316,15.47368421,8.157894737,264.7894737,22.5,14.07894737,10.71052632,54.5,26.21052632,21.21052632,1
Real Madrid 2020 - 2021,La Liga,59.3,1.618421053,1.557894737,1.247368421,3.052631579,2.315789474,0.447368421,0.860526316,7.894736842,6.394736842,0.778947368,235,32.3,0.963157895,1.157894737,0.413157895,14.31578947,4.394736842,0.009736842,0.465789474,0.065789474,84.84210526,226.1315789,279.4736842,634.7105263,2932.447368,9288.552632,1.284210526,11.52631579,40.13157895,10.55263158,2.026315789,33.31578947,543.4736842,585.4736842,46.97368421,0.842105263,9.236842105,20.28947368,5.894736842,25.73684211,19.36842105,2.078947368,1.447368421,0.421052632,3,13.97368421,8.368421053,7,4.947368421,2.026315789,5.052631579,14,8.947368421,2.184210526,6.868421053,10.47368421,24.44736842,14.31578947,728.7631579,59.81578947,207.3947368,324,203.5789474,26.55263158,728.6842105,17,14.36842105,8.289473684,538.2894737,32.57894737,10.71052632,12.47368421,50.02631579,11.68421053,10.02631579,2
Real Sociedad 2020 - 2021,La Liga,54.9,1.597368421,1.355263158,1.042105263,2.763157895,1.763157895,0.368421053,0.921052632,13.68421053,3.473684211,0.923684211,217,64.1,1.307894737,1.236842105,0.455263158,10.97368421,3.657894737,0.009210526,0.434210526,-0.071052632,74.73684211,193.8947368,199.7105263,499.8684211,2420.473684,6965.578947,1.044736842,8.105263158,28.94736842,9.026315789,1.684210526,29.26315789,392.5,448.7368421,48.86842105,1.052631579,2.710526316,18.73684211,5.157894737,19.84210526,13.84210526,2,0.921052632,0.631578947,2.605263158,14.39473684,8.473684211,6.315789474,5.973684211,2.105263158,5.263157895,12.63157895,7.368421053,2.526315789,6.763157895,8.289473684,22.68421053,14.81578947,592.5263158,54.94736842,171.7368421,280.9736842,145.4210526,21.42105263,592.2105263,14.47368421,13.63157895,8.184210526,384.7894737,28.31578947,14.89473684,12.07894737,51.07894737,17.44736842,17.60526316,0
Sevilla 2020 - 2021,La Liga,60.9,1.431578947,1.286842105,1.078947368,3.157894737,2.289473684,0.447368421,0.881578947,11,4.447368421,0.834210526,225,50.7,1.039473684,0.947368421,0.381578947,11.94736842,3.552631579,0.008947368,0.452631579,-0.063157895,90.57894737,229.4736842,249.2368421,601.9210526,2802.026316,9025.921053,1.055263158,10.18421053,32.47368421,9.105263158,3.210526316,28.13157895,506.5263158,553.2894737,46.81578947,0.710526316,10.10526316,19.23684211,4.394736842,21.73684211,16.5,1.605263158,1.421052632,0.342105263,2.289473684,12.94736842,7.815789474,5.789473684,5.263157895,1.894736842,4.842105263,13.42105263,8.578947368,2.368421053,5.789473684,9.526315789,22.47368421,16.73684211,692.7631579,65.5,214.6842105,320.9736842,161.9736842,20.47368421,692.5789474,15.76315789,13.57894737,8.131578947,501.2105263,27.28947368,12.92105263,12.84210526,51.15789474,16.18421053,14.05263158,2
Valencia 2020 - 2021,La Liga,46.9,1.121052632,0.915789474,0.718421053,4.605263158,3.184210526,0.184210526,1.268421053,17.47368421,3.815789474,0.997368421,338,69.8,1.326315789,0.815789474,0.386842105,10.07894737,3.394736842,0.008157895,0.528947368,0.142105263,80.86842105,164.1052632,161.6315789,433.6842105,2348,6358.473684,0.652631579,7.447368421,24.36842105,6.289473684,1.631578947,22.34210526,335.6578947,382.8421053,48.47368421,0.578947368,5.736842105,16.13157895,4.289473684,18.47368421,12.60526316,1.526315789,1.236842105,0.657894737,2.368421053,12.18421053,7.289473684,6.342105263,4.289473684,1.552631579,5.210526316,15.57894737,10.36842105,3.236842105,6.552631579,10.31578947,22.5,20.65789474,529.3684211,67.57894737,188.9736842,228.8421053,117.3421053,14.55263158,529.1052632,14.55263158,13.10526316,7.052631579,331.3684211,21.76315789,12.07894737,13.81578947,48.21052632,15.84210526,15.13157895,3
Valladolid 2020 - 2021,La Liga,45.2,1.055263158,0.889473684,0.636842105,4.236842105,2.736842105,0.078947368,1.405263158,21.31578947,3.5,1.168421053,331,82.5,1.534210526,0.736842105,0.384210526,9.447368421,2.894736842,0.006578947,0.492105263,-0.160526316,83.86842105,139.0263158,154.2894737,404.8684211,2112.447368,5423.842105,0.676315789,6.921052632,22.97368421,5.605263158,2.368421053,20.68421053,293.2894737,351.8947368,51,0.526315789,5.078947368,19.57894737,3.815789474,17.34210526,12.23684211,1.289473684,0.868421053,0.684210526,1.473684211,14.71052632,8.447368421,7.5,5.473684211,1.736842105,6.5,17.92105263,11.42105263,2.684210526,7.289473684,11.34210526,26.05263158,21.36842105,506.8947368,58.68421053,172.5789474,220.4473684,119.5526316,14.57894737,506.6842105,13.26315789,13.78947368,8.631578947,288.6315789,20.13157895,13.42105263,13.42105263,50.57894737,16.52631579,21.52631579,1
Villarreal 2020 - 2021,La Liga,55.2,1.484210526,1.221052632,1.065789474,3.315789474,2.184210526,0.263157895,1.018421053,11.34210526,5.473684211,0.786842105,304,48,1.065789474,0.842105263,0.363157895,10.31578947,3.842105263,0.008157895,0.447368421,0.015789474,75.18421053,210.9210526,235.8684211,556.0263158,2758.921053,8036.868421,1.071052632,8.342105263,30.92105263,9.421052632,2.131578947,30.55263158,460.7368421,506.4473684,47.26315789,1.236842105,4.684210526,15.23684211,4.210526316,19.63157895,14.94736842,1.210526316,1.289473684,0.473684211,2.526315789,14.18421053,8.236842105,6.736842105,5.394736842,2.052631579,6.289473684,15.47368421,9.184210526,2.657894737,6.763157895,9.763157895,23.94736842,16.78947368,649.1052632,64.39473684,205.9736842,300.7631579,148.6052632,21.13157895,648.7631579,18.21052632,14.34210526,8.842105263,452.7368421,29.42105263,11.81578947,12.23684211,49.42105263,12.86842105,13.05263158,0
Atalanta 2020 - 2021,Serie A,54.6,1.965789474,1.823684211,1.460526316,2.947368421,1.657894737,0.289473684,1.113157895,8.5,4.236842105,0.815789474,173,62.4,1.255263158,1.736842105,0.444736842,16.15789474,5.815789474,0.01,0.436842105,0.402631579,72.21052632,223.8157895,253.7105263,580.6052632,2892.578947,8163.921053,1.292105263,12.81578947,43.02631579,12.89473684,2.236842105,41.94736842,475.4210526,535.5526316,43.57894737,0.736842105,4.763157895,17.28947368,5.289473684,29.26315789,22.5,1.763157895,1.526315789,0.736842105,4.157894737,15.94736842,9.026315789,6.631578947,6.736842105,2.578947368,6.973684211,15.55263158,8.578947368,2.421052632,8.657894737,13.57894737,29.52631579,12.73684211,689.8157895,46.73684211,174.5263158,316.4736842,205.6578947,29.94736842,689.6315789,18.60526316,17.89473684,10.68421053,469.5526316,40.78947368,15.26315789,12.44736842,65.05263158,16.65789474,13.31578947,2
Benevento 2020 - 2021,Serie A,42.6,1.068421053,0.921052632,0.726315789,4.657894737,2.815789474,0.184210526,1.663157895,15.34210526,4.921052632,0.960526316,278,57.9,1.136842105,0.631578947,0.307894737,10.81578947,3.368421053,0.007105263,0.465789474,-0.015789474,73.05263158,150.9210526,152.9210526,403.1052632,2138.736842,5530.421053,0.65,7.894736842,20.05263158,7.105263158,2.236842105,22.13157895,304.5526316,351,50.5,0.315789474,2.5,16.97368421,4.447368421,18.34210526,12.71052632,1.736842105,0.921052632,0.684210526,1.789473684,13.44736842,7.578947368,7.315789474,4.710526316,1.421052632,6.394736842,17,10.60526316,3.236842105,6.815789474,10.07894737,23.52631579,19.63157895,501.7368421,61.89473684,186,214.2894737,107.2368421,18.26315789,501.5526316,11.89473684,13.5,7.605263158,300.1315789,21.71052632,13.05263158,15.60526316,46.02631579,13.05263158,16.18421053,1
Bologna 2020 - 2021,Serie A,50.8,1.436842105,1.344736842,1.026315789,5.078947368,3.368421053,0.131578947,1.665789474,8.763157895,5.5,0.765789474,297,23.6,0.623684211,1.026315789,0.368421053,13.02631579,4.605263158,0.006842105,0.486842105,-0.147368421,69.68421053,186.7894737,201.2894737,487.8684211,2611.815789,6756.421053,0.771052632,9.789473684,31.39473684,6.894736842,1.578947368,29.21052632,386.3947368,437.6052632,48.34210526,0.815789474,2.763157895,17.60526316,5.289473684,22.57894737,16.26315789,1.868421053,1.236842105,0.710526316,2.131578947,14.26315789,8.236842105,7.184210526,4.894736842,2.184210526,5.5,14.15789474,8.657894737,3.868421053,8.026315789,11.15789474,25.42105263,19.47368421,596.1578947,72,196.5789474,262.7631579,142.3684211,19.97368421,596.0526316,16.52631579,15.73684211,8.026315789,379.1842105,28.39473684,14.10526316,12.52631579,53.05263158,14.84210526,15.63157895,0
Cagliari 2020 - 2021,Serie A,44.8,1.239473684,1.142105263,0.894736842,5.342105263,3.789473684,0.184210526,1.555263158,12.71052632,4.105263158,0.886842105,299,60.9,1.136842105,0.578947368,0.360526316,11.28947368,3.210526316,0.008421053,0.457894737,-0.107894737,73.13157895,168.8421053,176.5263158,443.8947368,2366.184211,6207.894737,0.810526316,8.342105263,25.44736842,7.263157895,2.394736842,23.21052632,343.1578947,392.5,49.89473684,0.210526316,2.526315789,18.97368421,4.473684211,19.39473684,13.5,1.894736842,1,0.657894737,1.973684211,15.5,8.842105263,7.789473684,6.026315789,1.684210526,7.078947368,17.02631579,9.947368421,3.421052632,7.657894737,10.21052632,25.71052632,20.44736842,548.7631579,62.10526316,184.1578947,244.8947368,126.5526316,18.65789474,548.6315789,15.92105263,14,7.394736842,338,22.60526316,13.57894737,12.34210526,48.78947368,16.76315789,15.84210526,3
Crotone 2020 - 2021,Serie A,46.3,1.063157895,0.878947368,0.628947368,5.684210526,3.315789474,0.078947368,1.931578947,13.84210526,4.657894737,0.831578947,327,39.8,0.871052632,1,0.394736842,9.289473684,2.921052632,0.008421053,0.494736842,0.094736842,70.92105263,184.5789474,173.5263158,453.3947368,2506.815789,6459.026316,0.581578947,7.078947368,22.68421053,5.894736842,1.789473684,23.97368421,356.1052632,404.1578947,47.73684211,0.236842105,2.605263158,14.31578947,3.631578947,16.57894737,11.34210526,1.394736842,1.447368421,0.578947368,1.947368421,14.21052632,8.184210526,7.578947368,5.157894737,1.473684211,5.921052632,14.63157895,8.710526316,3.605263158,7.078947368,10,24.21052632,19.68421053,555.5,76.65789474,217.1578947,240.5526316,104.0263158,15.18421053,555.2631579,16.39473684,16.05263158,9.631578947,350.8947368,23.15789474,13.97368421,12.89473684,50.94736842,12.42105263,14.05263158,3
Fiorentina 2020 - 2021,Serie A,46.3,1.181578947,1.057894737,0.831578947,4,2.421052632,0.236842105,1.560526316,14.78947368,4.473684211,1.010526316,292,58.9,1.192105263,0.736842105,0.347368421,9.631578947,3.026315789,0.008684211,0.444736842,-0.023684211,77.10526316,172.9210526,173.4736842,450.9473684,2338.105263,6480.921053,0.736842105,7,29.73684211,6.447368421,2.447368421,24.5,353.4210526,398.9210526,50.42105263,0.263157895,5.342105263,19.47368421,4.421052632,17.13157895,12.13157895,1.842105263,0.763157895,0.421052632,2,13.05263158,6.921052632,6,5.210526316,1.842105263,6.026315789,14.31578947,8.289473684,3.342105263,6.184210526,10.21052632,23.26315789,16.28947368,545.4210526,55.18421053,161.3157895,254.0789474,136.1842105,17.23684211,545.2631579,15.13157895,14.76315789,11.10526316,348.9736842,23.94736842,13.76315789,13.76315789,47.81578947,14.15789474,14.31578947,3
Genoa 2020 - 2021,Serie A,44.8,1.021052632,0.936842105,0.694736842,4.947368421,3.473684211,0.236842105,1.555263158,16.15789474,4.421052632,0.939473684,328,47.6,0.984210526,0.684210526,0.336842105,8.894736842,3.157894737,0.009210526,0.473684211,0.189473684,78.94736842,171.3421053,192.0263158,472.3157895,2355.368421,6481,0.510526316,6.552631579,24.21052632,5.947368421,1.947368421,22.60526316,367.2105263,423.4736842,46.76315789,0.394736842,3.842105263,15.23684211,3.394736842,15.42105263,11.31578947,1,1.026315789,0.578947368,1.894736842,14.60526316,8.131578947,7.710526316,5.184210526,1.710526316,6.710526316,16.84210526,10.13157895,3.236842105,8.263157895,13.68421053,28.28947368,20.65789474,576.1842105,68.28947368,205.8421053,265.1578947,111.6052632,14.94736842,576.0789474,14.23684211,15.5,8.026315789,361.8947368,22,13.68421053,12.26315789,52.97368421,13.28947368,16.92105263,3
Hellas Verona 2020 - 2021,Serie A,49.8,1.210526316,1.147368421,0.894736842,3.815789474,2.605263158,0.184210526,1.123684211,20.39473684,2.289473684,1.118421053,301,90,1.539473684,0.710526316,0.342105263,10.52631579,3.105263158,0.007894737,0.436842105,-0.210526316,79,178.9473684,181,468.3421053,2304.473684,6233.421053,0.744736842,8.157894737,29.13157895,7.710526316,1.789473684,28.84210526,346.8421053,416.2894737,49.21052632,0.289473684,2.710526316,19.26315789,4.868421053,18.39473684,12.81578947,1.973684211,0.868421053,0.578947368,1.842105263,12.52631579,7.052631579,6.052631579,4.842105263,1.631578947,4.763157895,11.47368421,6.710526316,3.973684211,6.342105263,12.92105263,25.44736842,20.39473684,572.1315789,57.86842105,175.7631579,267.3421053,136.3947368,18.57894737,572.0526316,13.02631579,15.63157895,8.315789474,341.1052632,28.02631579,16.36842105,13.68421053,59.76315789,20.15789474,22.52631579,3
